code,Date,Close,Open,High,Low,Volume,RSI,ROC,CCI,MACD,EXPMA,VMACD
000651.SZ,20110701,7.629664987,7.717362286,7.785571296,7.626416939,18194484,65.58036248,9.61,101.849618,0.139636642,7.394951636,15372.48187
000651.SZ,20110704,7.730354478,7.671889612,7.79531544,7.655649372,25535502,68.24549982,12.11,99.34802414,0.155587852,7.445262062,18449.80596
000651.SZ,20110705,7.629664987,7.746594719,7.759586911,7.60692865,11790638,62.99272948,10.54,74.02185407,0.158279948,7.472922501,9685.996786
000651.SZ,20110706,7.525727448,7.629664987,7.632913035,7.421789909,18701925,58.02769066,9.09,29.72753503,0.150294066,7.480843243,8222.660178
000651.SZ,20110707,7.493246967,7.567952073,7.714114238,7.438030149,24927499,56.52823928,4.39,29.18961448,0.139733532,7.482703802,11948.73571
000651.SZ,20110708,7.600432554,7.499743063,7.639409131,7.45427039,18210606,60.18458281,4.42,27.26751957,0.138417622,7.500363115,9373.652487
000651.SZ,20110711,7.626416939,7.613424746,7.67513766,7.473758678,14447587,61.04007993,3.25,34.52380952,0.137882058,7.519271188,4247.476372
000651.SZ,20110712,7.652401324,7.567952073,7.818051777,7.519231352,31144272,61.92120024,1.2,84.07089388,0.13796398,7.539240708,13502.13011
000651.SZ,20110713,7.925237364,7.649153276,7.993446374,7.551711833,45043809,69.67610009,5.17,197.0642769,0.158220623,7.597140207,31687.00652
000651.SZ,20110714,7.844036162,7.973958086,7.990198326,7.756338863,32584501,65.40675785,3.83,173.6065711,0.165810539,7.6341746,35634.2622
000651.SZ,20110715,7.749842767,7.840788113,7.93173346,7.668641564,24154695,60.75614667,3.11,94.94614747,0.162353473,7.651524825,31596.12142
000651.SZ,20110718,7.749842767,7.733602526,7.7790752,7.60692865,18343409,60.75614667,1.53,37.37751204,0.157794763,7.666272516,23436.48244
000651.SZ,20110719,7.425037957,7.668641564,7.688129853,7.405549668,30509572,47.30484287,-2.68,-117.0731707,0.126514538,7.630087332,26481.72173
000651.SZ,20110720,7.425037957,7.460766486,7.486750871,7.356828947,16405138,47.30484287,-3.95,-144.1903148,0.100565478,7.599329926,17314.40662
000651.SZ,20110721,7.421789909,7.421789909,7.496495015,7.35033285,21138452,47.18368952,-2.72,-116.9284468,0.07882987,7.572698923,13710.58508
000651.SZ,20110722,7.662145468,7.441278197,7.691377901,7.441278197,31833583,56.13633075,1.81,-13.46330576,0.080075863,7.586115905,19262.56063
000651.SZ,20110725,7.438030149,7.613424746,7.694625949,7.366573091,24623381,47.971158,-0.74,-63.77988272,0.062261379,7.563903042,17641.15457
000651.SZ,20110726,7.438030149,7.438030149,7.486750871,7.376317235,14080215,47.971158,-2.14,-94.49393714,0.04759463,7.545022108,7759.280593
000651.SZ,20110727,7.714114238,7.45427039,7.714114238,7.421789909,23729261,56.92289076,1.15,5.336105336,0.057585,7.570385927,7625.89146
000651.SZ,20110728,7.72710643,7.632913035,7.736850574,7.580944265,15953718,57.29525233,0.98,36.9024443,0.065792389,7.593894003,1231.767195
000651.SZ,20110729,7.525727448,7.730354478,7.756338863,7.489998919,12774197,50.07059229,-5.04,-13.92131431,0.055408488,7.583669019,-6328.281586
000651.SZ,20110801,7.47051063,7.525727448,7.577696217,7.431534053,10792331,48.2731844,-4.76,-59.80215827,0.042236756,7.566695261,-13760.25528
000651.SZ,20110802,7.438030149,7.405549668,7.438030149,7.210666782,14295608,47.19983732,-4.02,-113.989418,0.028844658,7.547395494,-16631.57775
000651.SZ,20110803,7.308108225,7.330844562,7.460766486,7.217162878,14656043,43.07415598,-5.7,-120.4640523,0.007659417,7.511502404,-18404.12923
000651.SZ,20110804,7.308108225,7.324348466,7.421789909,7.233403119,11576932,43.07415598,-1.57,-117.0731707,-0.009025993,7.480993277,-22039.4176
000651.SZ,20110805,7.161946061,7.080744858,7.236651167,7.032024137,21470763,38.66463892,-3.54,-189.5789719,-0.033655407,7.433136194,-16743.90179
000651.SZ,20110808,6.902102213,7.07749681,7.187930445,6.642258365,22527892,32.32853328,-7,-232.4972682,-0.073296704,7.353481097,-11560.88591
000651.SZ,20110809,7.006039752,6.739699808,7.058008521,6.690979086,19619581,36.79058784,-8.56,-166.2768031,-0.095228096,7.301364895,-9688.390667
000651.SZ,20110810,7.096985099,7.14570582,7.204170686,7.080744858,16035383,40.48823009,-4.59,-76.99820098,-0.10407069,7.270707926,-10970.11627
000651.SZ,20110811,7.217162878,6.980055367,7.259387504,6.95731903,14127808,45.0617088,-2.97,-60.92247374,-0.100225827,7.262676169,-13371.01391
000651.SZ,20110812,7.161946061,7.210666782,7.272379696,7.09373705,16388370,43.41098169,-7.16,-42.47579071,-0.100476055,7.247566652,-13296.38553
000651.SZ,20110815,7.14570582,7.165194109,7.184682397,7.045016329,14013862,42.91305793,-7.52,-51.20993285,-0.100822595,7.232287528,-14980.58466
000651.SZ,20110816,7.14570582,7.126217531,7.168442157,7.058008521,8938983,42.91305793,-5.05,-43.85756206,-0.099945124,7.219300271,-20177.73149
000651.SZ,20110817,7.074248762,7.113225339,7.226907023,6.999543656,13848596,40.54020288,-5.3,-45.46525324,-0.10381895,7.197542545,-20103.12413
000651.SZ,20110818,6.817652962,7.02552804,7.048264377,6.723459567,30263076,33.39855386,-8.34,-147.2959685,-0.126140057,7.140559108,-6721.403554
000651.SZ,20110819,6.690979086,6.749443952,6.811156866,6.56430521,19762175,30.53845018,-8.44,-189.669038,-0.152295649,7.073122104,-4537.339473
000651.SZ,20110822,6.535072777,6.68448299,6.801412721,6.512336441,18120010,27.42551409,-10.58,-163.8288374,-0.18348933,6.992414705,-4084.459757
000651.SZ,20110823,6.629266172,6.580545451,6.63251422,6.535072777,9955455,31.93949602,-7.44,-135.8401474,-0.198323774,6.937942425,-10196.12825
000651.SZ,20110824,6.658498605,6.697475182,6.772180289,6.629266172,9046925,33.32550104,-3.53,-90.5634759,-0.205354169,6.896025852,-15593.03058
000651.SZ,20110825,6.924838549,6.668242749,6.960567078,6.658498605,16161812,44.42929888,-1.16,-28.02871795,-0.187275604,6.900347757,-13967.98119
000651.SZ,20110826,6.915094405,6.885861972,6.937830742,6.853381491,9303534,44.13967591,-2.56,-7.6737432,-0.171754602,6.902559754,-18006.60606
000651.SZ,20110829,6.674738846,6.856629539,6.866373683,6.626018124,18420202,37.62445792,-7.52,-64.72235005,-0.176810618,6.868386618,-13693.01169
000651.SZ,20110830,6.674738846,6.716963471,6.772180289,6.642258365,9850215,37.62445792,-6.8,-65.01779359,-0.178756948,6.839339452,-16993.82611
000651.SZ,20110831,6.798164673,6.674738846,6.798164673,6.642258365,9587448,42.66461197,-4.86,-40.44162129,-0.1683988,6.833163235,-19595.88714
000651.SZ,20110901,6.80466077,6.811156866,6.905350261,6.746195904,8460126,42.92600789,-4.77,-2.445693453,-0.157846159,6.828887865,-22310.51219
000651.SZ,20110902,6.755940048,6.80466077,6.817652962,6.658498605,8426239,41.40147156,-4.5,-28.16660775,-0.151666158,6.817945693,-24210.1367
000651.SZ,20110905,6.544816922,6.661746653,6.713715423,6.528576681,11792017,35.5152229,-4,-103.5240595,-0.161937618,6.776976377,-22737.59639
000651.SZ,20110906,6.294717218,6.499344248,6.544816922,6.093338236,22625358,30.06253673,-5.92,-252.039801,-0.188090589,6.704637503,-12682.79739
000651.SZ,20110907,6.424639142,6.333693795,6.453871575,6.278476977,9724625,35.59442464,-1.69,-158.0317754,-0.196073184,6.662637749,-14951.75558
000651.SZ,20110908,6.431135238,6.457119623,6.528576681,6.405150853,14162325,35.86757129,-2.99,-96.85462842,-0.199574694,6.627912372,-13018.99341
000651.SZ,20110909,6.42788719,6.460367671,6.587041547,6.385662565,12867785,35.78584939,-3.46,-78.67324561,-0.200302791,6.597908595,-12389.03794
000651.SZ,20110913,6.356430132,6.288221122,6.401902805,6.229756256,8022672,33.95301925,-8.21,-114.9054312,-0.204290862,6.561686825,-15619.34488
