code,Date,Close,Open,High,Low,Volume,RSI,ROC,CCI,MACD,EXPMA,VMACD
600760.SH,20110701,9.455321463,9.115354849,9.476569376,9.115354849,6337982,51.62015487,1.29,48.97758068,-0.12499968,9.239441187,32.55760688
600760.SH,20110704,9.540313117,9.469486739,9.582808943,9.426990912,4633338,53.28960198,2.05,115.4121864,-0.091699886,9.284571977,415.478016
600760.SH,20110705,9.448238825,9.526147841,9.533230479,9.370329809,4748458,51.22728089,2.54,80.37291462,-0.071910249,9.309122004,802.5857096
600760.SH,20110706,9.526147841,9.405742998,9.56156103,9.384495085,3546537,52.88867676,0.52,84.45378151,-0.049371094,9.34167588,137.9315582
600760.SH,20110707,9.703213786,9.526147841,10.00068457,9.405742998,10209464,56.51423803,1.33,138.6420715,-0.017024659,9.395906566,4930.774698
600760.SH,20110708,9.681965873,9.710296424,9.759874888,9.526147841,3284066,55.95772425,8.49,108.3232323,0.006817013,9.438815462,3105.126051
600760.SH,20110711,9.724461699,9.632387408,9.816535991,9.568643668,3311693,56.872443,7.18,112.4048706,0.028808679,9.481662397,1661.427127
600760.SH,20110712,9.349081896,9.681965873,9.681965873,9.327833983,4572854,47.48975888,2.01,27.32067511,0.015765485,9.461775322,1517.444698
600760.SH,20110713,9.455321463,9.356164534,9.490734652,9.285338156,3086114,50.00374435,0.53,1.93637621,0.013841746,9.460807243,201.3417158
600760.SH,20110714,9.469486739,9.426990912,9.49781729,9.320751345,4111053,50.34509781,2.77,0.880805308,0.013306796,9.462109168,-14.47243516
600760.SH,20110715,9.441156187,9.462404101,9.462404101,9.20742914,4643959,49.61547458,4.14,-26.3312939,0.010476044,9.458966221,241.7175313
600760.SH,20110718,9.674883235,9.405742998,9.774040164,9.285338156,9543019,55.36293191,6.14,62.62663249,0.026783726,9.491353773,4347.763602
600760.SH,20110719,9.901527644,9.596974219,10.02193249,9.540313117,11307311,60.11427895,4.72,154.5730994,0.057335068,9.552879853,8922.616522
600760.SH,20110720,9.85194918,9.859031818,10.08567623,9.816535991,6262344,58.64374342,3.27,164.2090114,0.076662936,9.597740252,8380.745658
600760.SH,20110721,9.85194918,9.85194918,10.22732898,9.774040164,7244725,58.64374342,4.27,143.3969769,0.090932202,9.635871591,8644.361641
600760.SH,20110722,10.12108942,9.844866542,10.23441162,9.844866542,7873751,64.16304257,6.25,149.9850791,0.122545437,9.708654265,9254.174258
600760.SH,20110725,9.575726306,10.12817205,10.17775052,9.56156103,7638640,49.69145343,-1.31,38.73957368,0.102412363,9.688715071,9438.934066
600760.SH,20110726,9.823618629,9.56156103,9.837783904,9.490734652,2927759,54.69356285,1.46,13.7564645,0.105246381,9.708950605,5718.154952
600760.SH,20110727,9.901527644,9.837783904,9.91569292,9.68904851,2874970,56.16861027,1.82,53.60445282,0.11248234,9.737837161,2695.739579
600760.SH,20110728,9.568643668,9.844866542,9.844866542,9.476569376,4346603,48.8504122,2.35,-21.98562683,0.090314842,9.712458137,1470.981898
600760.SH,20110729,9.051611108,9.519065203,9.681965873,8.85329725,6626685,40.10932388,-4.27,-141.7384495,0.030673153,9.613331083,2313.519419
600760.SH,20110801,8.966619455,8.994950006,9.115354849,8.945371541,2373605,38.87780223,-5.31,-164.5380435,-0.023184179,9.516324338,-445.5080997
600760.SH,20110802,8.832049337,8.966619455,9.030363195,8.747057683,2574253,36.94363775,-6.45,-162.656559,-0.075850826,9.413683088,-2442.001249
600760.SH,20110803,9.221594416,8.803718785,9.242842329,8.761222959,3729467,45.410029,-4.69,-99.2568371,-0.08517465,9.384869787,-3056.837975
600760.SH,20110804,9.023280557,9.228677053,9.278255518,8.924123628,3517838,42.29649357,-8.87,-87.59801568,-0.107328898,9.330631403,-3672.532756
600760.SH,20110805,8.782470872,8.768305596,8.881627801,8.584157014,2618975,38.81616514,-10.86,-117.5377197,-0.142672983,9.248407323,-4830.104191
600760.SH,20110808,7.967967525,8.697479218,8.796636148,7.904223785,5068482,29.86496162,-19.12,-159.0358613,-0.23371294,9.056341353,-3727.966777
600760.SH,20110809,7.720075202,7.649248824,7.911306423,7.273869021,6379986,27.76630322,-23.72,-193.7382592,-0.322152033,8.855901431,-1775.770834
600760.SH,20110810,7.755488391,7.932554336,8.003380714,7.720075202,3162424,28.5388705,-19.01,-143.358481,-0.384945689,8.690839475,-2792.752009
600760.SH,20110811,7.819232131,7.450934966,7.85464532,7.450934966,3669455,29.99035216,-20.4,-128.1056596,-0.424671181,8.560098373,-3153.236724
600760.SH,20110812,7.925471698,7.904223785,7.975050163,7.79090158,3051668,32.45288436,-19.96,-89.2154257,-0.442480634,8.464904372,-3892.554986
600760.SH,20110815,8.074207092,7.91838906,8.109620281,7.904223785,3162688,35.85463165,-15.62,-62.74748397,-0.439526462,8.40629978,-4338.870376
600760.SH,20110816,7.85464532,8.074207092,8.08128973,7.79090158,2874770,33.19685058,-13.22,-64.52461481,-0.449717991,8.323551611,-4868.780037
600760.SH,20110817,7.85464532,7.85464532,7.85464532,7.85464532,0,33.19685058,-12.4,-62.09544059,-0.452577816,8.253215667,-7521.730568
