code,Date,Close,Open,High,Low,Volume,RSI,ROC,CCI,MACD,EXPMA,VMACD
002594.SZ,20110701,27.44007756,25.25467138,27.44007756,24.50006925,33561279,100,0,246.2895902,3.725082793,7.295998122,61443.33228
002594.SZ,20110704,30.18408532,28.30248,30.18408532,28.00847917,21964591,100,0,176.3546749,5.261234819,10.7292112,64449.01888
002594.SZ,20110705,32.38909155,32.1244908,33.20249385,31.25228834,38108083,100,0,141.2113452,6.580713572,13.97819325,78947.43911
002594.SZ,20110706,32.73209252,32.14409086,34.83909847,31.46788894,31296719,100,0,113.1179572,7.566861236,16.79127814,83973.34762
002594.SZ,20110707,32.91829304,32.43809169,33.2906941,31.92849025,22645017,100,0,91.76761373,8.268105616,19.21033038,80052.42137
002594.SZ,20110708,32.4086916,32.73209252,32.98689324,31.22288825,17506435,97.73485029,0,76.34396904,8.682638213,21.19008456,71969.03858
002594.SZ,20110711,32.17349094,32.14409086,32.94769313,31.85989005,13096733,96.64673062,0,67.37025014,8.889704575,22.83759552,61298.03292
002594.SZ,20110712,30.87988728,31.83048997,31.97749039,30.57608642,18060353,90.66774646,0,55.37520044,8.847435426,24.04393928,56198.58824
002594.SZ,20110713,30.5662864,30.20368537,30.6740867,29.90968454,16781524,89.22664183,0,46.5543546,8.688476501,25.02229135,50542.70857
002594.SZ,20110714,29.4000831,30.5662864,30.93868745,28.74348124,19380477,83.88692029,0,38.21132906,8.371891594,25.67896011,47608.7174
002594.SZ,20110715,29.21388257,29.20408255,29.5764836,28.54748069,13946810,83.03251569,0,27.76493491,8.01359521,26.20919848,40432.9077
002594.SZ,20110718,31.39928875,29.19428252,31.9480903,29.1158823,31365928,84.96773306,25.89,37.25624036,7.815890043,26.98771202,48245.65341
002594.SZ,20110719,29.44908324,30.47808615,30.81128709,29.30208282,16085710,76.57449857,7.32,-14.41154083,7.416350912,27.3569177,41627.59477
002594.SZ,20110720,29.79208421,29.89008449,30.62508656,29.48828335,11017285,77.00474104,-1.3,-33.64485981,7.046166758,27.72219268,31924.92951
002594.SZ,20110721,28.57688077,29.44908324,29.49808338,28.42988036,10073127,71.96200794,-11.77,-108.7230281,6.578898937,27.85039589,23206.13491
002594.SZ,20110722,28.81208144,28.61608088,29.00808199,28.2338798,6143671,72.33956429,-11.98,-109.245123,6.156595153,27.99464873,12976.10432
002594.SZ,20110725,27.10687662,28.42988036,28.56708075,26.95007618,8572878,65.45752516,-17.65,-142.496693,5.619542002,27.86148291,6751.076212
002594.SZ,20110726,27.45967762,27.12647667,27.73407839,26.77367568,5468334,66.17453152,-15.27,-136.0313969,5.162877169,27.80121212,-679.5772231
002594.SZ,20110727,28.61608088,27.34207728,28.72388119,26.8520759,9917567,68.48376614,-11.06,-88.10682641,4.838503817,27.92344243,-2944.324077
002594.SZ,20110728,27.83207867,28.02807922,28.1260795,27.35187731,5765946,65.23229744,-9.87,-89.91347023,4.466684019,27.90973787,-7996.979259
002594.SZ,20110729,27.60667803,27.8418787,28.61608088,27.44987759,5122494,64.28728064,-9.68,-74.4874048,4.106489152,27.86427889,-12377.77361
002594.SZ,20110801,28.52788063,27.49887773,28.98848194,27.44007756,8312528,66.42790285,-2.97,-39.50678583,3.850973847,27.96381915,-13124.20618
002594.SZ,20110802,30.02728487,28.08687939,31.32088853,27.64587814,17374921,69.61984726,2.78,63.45933562,3.726508646,28.27333901,-6330.19505
002594.SZ,20110803,29.95868468,29.59608365,31.36008864,29.42948318,13281982,69.2952301,-4.59,99.6762124,3.581053459,28.52614086,-4200.135444
002594.SZ,20110804,29.33148291,29.69408393,30.26248554,29.05708213,8657615,66.25354564,-0.4,45.37665697,3.376249928,28.64694217,-6172.374266
002594.SZ,20110805,28.05747931,27.95947903,28.77288133,27.44007756,7309318,60.4492467,-5.82,-48.09764044,3.07568562,28.55852274,-8722.799733
002594.SZ,20110808,25.71527268,27.44007756,27.44007756,25.28407147,9057060,51.51402447,-10.01,-168.4946632,2.618307523,28.13203523,-9227.381057
002594.SZ,20110809,25.92107327,24.52946933,26.16607396,23.58866667,8998269,52.18283692,-10.03,-199.3197279,2.246541737,27.80039094,-9564.451768
002594.SZ,20110810,25.92107327,26.45027476,26.87167595,25.89167318,7356631,52.18283692,-4.37,-108.3070452,1.929670632,27.51849329,-11029.11068
002594.SZ,20110811,25.96027338,24.54906939,26.01907354,24.54906939,5225961,52.32810183,-5.46,-124.8177278,1.66254632,27.2847603,-13750.62737
002594.SZ,20110812,26.34247446,26.2150741,27.33227726,26.12687385,6832513,53.80174318,-7.95,-54.705365,1.464803469,27.14341742,-14444.58754
002594.SZ,20110815,27.88107881,26.46007479,28.56708075,26.46007479,11674421,59.26128737,0.18,-0.153956123,1.415921486,27.25406663,-10961.18714
002594.SZ,20110816,27.05787648,27.73407839,27.73407839,26.95007618,6699903,55.48332528,-1.99,-18.23754789,1.295819217,27.22463811,-12075.38993
002594.SZ,20110817,27.23427698,26.95007618,27.60667803,26.86187593,3789707,56.12874829,-4.53,-16.70463174,1.201026661,27.22608394,-15132.25343
002594.SZ,20110818,26.26407424,27.26367706,27.43027753,26.17587399,4699424,51.68985775,-12.53,-43.93175992,1.035676986,27.08178248,-16629.08445
002594.SZ,20110819,25.58787232,25.48007202,25.84267304,25.16647113,3850210,48.79351621,-14.59,-89.93265201,0.840384899,26.85769596,-18289.74574
002594.SZ,20110822,25.78387288,25.58787232,26.08767374,25.38207174,3451566,49.67376306,-12.09,-69.81070993,0.693436615,26.6966225,-19700.4101
002594.SZ,20110823,26.09747377,25.82307299,26.23467415,25.13707105,5665202,51.12154018,-6.99,-60.12063538,0.595420376,26.60675019,-18815.2619
002594.SZ,20110824,25.2252713,26.06807368,26.09747377,25.12727102,7905716,47.06608131,-1.91,-78.76274562,0.442264205,26.39952835,-16120.04616
002594.SZ,20110825,25.44087191,25.03907077,25.59767235,24.55886942,6024780,48.16082268,-1.85,-97.27340217,0.334428914,26.25572989,-15325.16743
002594.SZ,20110826,25.55847224,25.29387149,25.93087329,25.16647113,5323654,48.78302929,-1.4,-54.25940138,0.255512643,26.15114124,-15087.05621
002594.SZ,20110829,25.08807091,25.49967208,25.52907216,25.08807091,3479470,46.38476755,-3.36,-84.79756761,0.153246938,25.99168069,-16199.7135
